Sample ID,Outcome,SampleType,IsRejected,Result,ResultInfo,File name,Instrument ID,Experiment created at (UTC),Analysis created at (UTC),Analysis created by,Analysis approved at (UTC),Analysis approved by,Analysis authorized at (UTC),Analysis authorized by,FF software version,Well,Assay,AP version,SampleTypeName,Lot,Channel_1_Target,Channel_1_result,Channel_1_Cq,Channel_1_EndFluoRaw,Channel_1_EndFluoBC,Channel_2_Target,Channel_2_result,Channel_2_Cq,Channel_2_EndFluoRaw,Channel_2_EndFluoBC,Channel_3_Target,Channel_3_result,Channel_3_Cq,Channel_3_EndFluoRaw,Channel_3_EndFluoBC,Channel_4_Target,Channel_4_result,Channel_4_Cq,Channel_4_EndFluoRaw,Channel_4_EndFluoBC,Channel_5_Target,Channel_5_result,Channel_5_Cq,Channel_5_EndFluoRaw,Channel_5_EndFluoBC
"Sample 11",Positive,Regular,No,Positive,"2019-nCoV detected.","QC20211124-Qnostics-Panel-8184.eds","278873126","2021-11-25T04:58:07","2021-12-14T13:45:25","thomas.ingram@md.catapult.org.uk","2021-12-14T13:48:51","thomas.ingram@md.catapult.org.uk","2021-12-14T13:50:05","Thomas.Ingram@nottingham.ac.uk","3.300.6",A11,"TaqMan 2019-nCoV Assay Kit V2 UK NHS 384",1.2,"Regular","Testlot4","ORF1ab",Positive,30.496863374082,760937.75,371672.78699599416,"N gene",Positive,30.700378517057,588781.44,390462.99753352214,"S gene",Positive,31.499820299704,452018.72,225596.533966159,"MS2",Positive,23.610140772859,984286.56,639393.5641189044,"",,,,
"Sample 12",Negative,Regular,No,Negative,"2019-nCoV not detected.","QC20211124-Qnostics-Panel-8184.eds","278873126","2021-11-25T04:58:07","2021-12-14T13:45:25","thomas.ingram@md.catapult.org.uk","2021-12-14T13:48:51","thomas.ingram@md.catapult.org.uk","2021-12-14T13:50:05","Thomas.Ingram@nottingham.ac.uk","3.300.6",A12,"TaqMan 2019-nCoV Assay Kit V2 UK NHS 384",1.2,"Regular","Testlot4","ORF1ab",Negative,,425704.7,657.1655334561124,"N gene",Negative,,221268.28,297.32404645804195,"S gene",Negative,,241385.62,57.21539769531202,"MS2",Positive,22.065005535770,1053003.9,697677.5662965862,"",,,,
"Sample 13",Positive,Regular,No,Positive,"2019-nCoV detected.","QC20211124-Qnostics-Panel-8184.eds","278873126","2021-11-25T04:58:07","2021-12-14T13:45:25","thomas.ingram@md.catapult.org.uk","2021-12-14T13:48:51","thomas.ingram@md.catapult.org.uk","2021-12-14T13:50:05","Thomas.Ingram@nottingham.ac.uk","3.300.6",A13,"TaqMan 2019-nCoV Assay Kit V2 UK NHS 384",1.2,"Regular","Testlot4","ORF1ab",Positive,32.081526367135,694911.56,249251.5477265528,"N gene",Positive,31.453214519697,548604.6,322056.59936471796,"S gene",Positive,32.726345349083,416449.75,142030.82842656417,"MS2",Positive,23.516270153047,1057456.1,682888.4480786601,"",,,,
"Sample 14",Negative,Regular,No,Negative,"2019-nCoV not detected.","QC20211124-Qnostics-Panel-8184.eds","278873126","2021-11-25T04:58:07","2021-12-14T13:45:25","thomas.ingram@md.catapult.org.uk","2021-12-14T13:48:51","thomas.ingram@md.catapult.org.uk","2021-12-14T13:50:05","Thomas.Ingram@nottingham.ac.uk","3.300.6",A14,"TaqMan 2019-nCoV Assay Kit V2 UK NHS 384",1.2,"Regular","Testlot4","ORF1ab",Negative,,447399.0,2171.6812677837165,"N gene",Negative,,229300.62,1209.8648095304677,"S gene",Negative,,252443.6,1225.9695256929008,"MS2",Positive,23.303315013792,1093942.4,701189.8765181062,"",,,,
"Sample 15",Positive,Regular,No,Positive,"2019-nCoV detected.","QC20211124-Qnostics-Panel-8184.eds","278873126","2021-11-25T04:58:07","2021-12-14T13:45:25","thomas.ingram@md.catapult.org.uk","2021-12-14T13:48:51","thomas.ingram@md.catapult.org.uk","2021-12-14T13:50:05","Thomas.Ingram@nottingham.ac.uk","3.300.6",A15,"TaqMan 2019-nCoV Assay Kit V2 UK NHS 384",1.2,"Regular","Testlot4","ORF1ab",Positive,33.343950786412,567453.06,116318.24173510713,"N gene",Positive,32.803771990785,364631.94,168339.53274333745,"S gene",Positive,33.645534226768,352252.62,89635.73174654854,"MS2",Positive,23.586671329522,1093838.9,709018.6816576853,"",,,,
"Sample 16",Negative,Regular,No,Negative,"2019-nCoV not detected.","QC20211124-Qnostics-Panel-8184.eds","278873126","2021-11-25T04:58:07","2021-12-14T13:45:25","thomas.ingram@md.catapult.org.uk","2021-12-14T13:48:51","thomas.ingram@md.catapult.org.uk","2021-12-14T13:50:05","Thomas.Ingram@nottingham.ac.uk","3.300.6",A16,"TaqMan 2019-nCoV Assay Kit V2 UK NHS 384",1.2,"Regular","Testlot4","ORF1ab",Negative,,427668.3,3358.649600229047,"N gene",Negative,,225821.88,1021.0079648386481,"S gene",Negative,,236843.92,1421.64130615713,"MS2",Positive,23.356919018386,1037462.3,658246.3444100859,"",,,,
"Sample 17",Positive,Regular,No,Positive,"2019-nCoV detected.","QC20211124-Qnostics-Panel-8184.eds","278873126","2021-11-25T04:58:07","2021-12-14T13:45:25","thomas.ingram@md.catapult.org.uk","2021-12-14T13:48:51","thomas.ingram@md.catapult.org.uk","2021-12-14T13:50:05","Thomas.Ingram@nottingham.ac.uk","3.300.6",A17,"TaqMan 2019-nCoV Assay Kit V2 UK NHS 384",1.2,"Regular","Testlot4","ORF1ab",Positive,32.733446339018,521184.44,98199.03018985137,"N gene",Positive,33.650019380373,323519.8,113317.84464898924,"S gene",Positive,33.423790341976,339616.06,101106.5245746394,"MS2",Positive,23.638557622137,1007302.8,655765.0103209062,"",,,,
"Sample 18",Negative,Regular,No,Negative,"2019-nCoV not detected.","QC20211124-Qnostics-Panel-8184.eds","278873126","2021-11-25T04:58:07","2021-12-14T13:45:25","thomas.ingram@md.catapult.org.uk","2021-12-14T13:48:51","thomas.ingram@md.catapult.org.uk","2021-12-14T13:50:05","Thomas.Ingram@nottingham.ac.uk","3.300.6",A18,"TaqMan 2019-nCoV Assay Kit V2 UK NHS 384",1.2,"Regular","Testlot4","ORF1ab",Negative,,424737.97,1536.3320229837536,"N gene",Negative,,222237.61,925.8652152808723,"S gene",Negative,,225898.4,1325.7641714278711,"MS2",Positive,23.359653361032,996570.94,631259.6739256306,"",,,,
"Sample 19",Negative,Regular,No,Negative,"2019-nCoV not detected.
Sample contamination may have occurred.","QC20211124-Qnostics-Panel-8184.eds","278873126","2021-11-25T04:58:07","2021-12-14T13:45:25","thomas.ingram@md.catapult.org.uk","2021-12-14T13:48:51","thomas.ingram@md.catapult.org.uk","2021-12-14T13:50:05","Thomas.Ingram@nottingham.ac.uk","3.300.6",A19,"TaqMan 2019-nCoV Assay Kit V2 UK NHS 384",1.2,"Regular","Testlot4","ORF1ab",Negative,,451116.78,2835.9027772555114,"N gene",Negative,,214223.88,1236.44592255055,"S gene",Positive,35.144123356999,281344.78,41925.38103454812,"MS2",Positive,23.711352002956,992827.56,643982.8981864094,"",,,,
"Sample 20",Negative,Regular,No,Negative,"2019-nCoV not detected.","QC20211124-Qnostics-Panel-8184.eds","278873126","2021-11-25T04:58:07","2021-12-14T13:45:25","thomas.ingram@md.catapult.org.uk","2021-12-14T13:48:51","thomas.ingram@md.catapult.org.uk","2021-12-14T13:50:05","Thomas.Ingram@nottingham.ac.uk","3.300.6",A20,"TaqMan 2019-nCoV Assay Kit V2 UK NHS 384",1.2,"Regular","Testlot4","ORF1ab",Negative,,450957.12,554.6829301799587,"N gene",Negative,,248442.45,343.8163395439753,"S gene",Negative,,227881.78,-247.92513073999928,"MS2",Positive,23.425155273327,1022858.25,644411.3821647735,"",,,,
"Sample 21",Positive,Regular,No,Positive,"Positive at limit of detection.","QC20211124-Qnostics-Panel-8184.eds","278873126","2021-11-25T04:58:07","2021-12-14T13:45:25","thomas.ingram@md.catapult.org.uk","2021-12-14T13:48:51","thomas.ingram@md.catapult.org.uk","2021-12-14T13:50:05","Thomas.Ingram@nottingham.ac.uk","3.300.6",A21,"TaqMan 2019-nCoV Assay Kit V2 UK NHS 384",1.2,"Regular","Testlot4","ORF1ab",Positive,34.130825596342,494353.25,52679.78963551459,"N gene",Negative,,221503.86,382.51030513178733,"S gene",Negative,,232362.47,662.9678268947606,"MS2",Positive,23.586561432079,998716.7,640350.4201166643,"",,,,
"Sample 22",Negative,Regular,No,Negative,"2019-nCoV not detected.","QC20211124-Qnostics-Panel-8184.eds","278873126","2021-11-25T04:58:07","2021-12-14T13:45:25","thomas.ingram@md.catapult.org.uk","2021-12-14T13:48:51","thomas.ingram@md.catapult.org.uk","2021-12-14T13:50:05","Thomas.Ingram@nottingham.ac.uk","3.300.6",A22,"TaqMan 2019-nCoV Assay Kit V2 UK NHS 384",1.2,"Regular","Testlot4","ORF1ab",Negative,,454266.12,2074.1786157599427,"N gene",Negative,,227976.19,858.228667413851,"S gene",Negative,,224637.0,999.0648504483146,"MS2",Positive,23.355197001899,992236.9,628125.889671992,"",,,,
"Sample 23",Negative,Regular,No,Negative,"2019-nCoV not detected.","QC20211124-Qnostics-Panel-8184.eds","278873126","2021-11-25T04:58:07","2021-12-14T13:45:25","thomas.ingram@md.catapult.org.uk","2021-12-14T13:48:51","thomas.ingram@md.catapult.org.uk","2021-12-14T13:50:05","Thomas.Ingram@nottingham.ac.uk","3.300.6",A23,"TaqMan 2019-nCoV Assay Kit V2 UK NHS 384",1.2,"Regular","Testlot4","ORF1ab",Negative,,453707.53,2846.759987719192,"N gene",Negative,,221965.67,723.5634606376406,"S gene",Negative,,235196.25,1571.6091526787645,"MS2",Positive,23.726280154214,943071.56,606897.0875779862,"",,,,
"Sample 24",Negative,Regular,No,Negative,"2019-nCoV not detected.","QC20211124-Qnostics-Panel-8184.eds","278873126","2021-11-25T04:58:07","2021-12-14T13:45:25","thomas.ingram@md.catapult.org.uk","2021-12-14T13:48:51","thomas.ingram@md.catapult.org.uk","2021-12-14T13:50:05","Thomas.Ingram@nottingham.ac.uk","3.300.6",A24,"TaqMan 2019-nCoV Assay Kit V2 UK NHS 384",1.2,"Regular","Testlot4","ORF1ab",Negative,,457790.2,2267.235030373558,"N gene",Negative,,248058.22,907.0606396292709,"S gene",Negative,,208615.08,1471.4602222151148,"MS2",Positive,23.393465730735,925815.9,580369.024518264,"",,,,
"Sample 25",Negative,Regular,No,Negative,"2019-nCoV not detected.","QC20211124-Qnostics-Panel-8184.eds","278873126","2021-11-25T04:58:07","2021-12-14T13:45:25","thomas.ingram@md.catapult.org.uk","2021-12-14T13:48:51","thomas.ingram@md.catapult.org.uk","2021-12-14T13:50:05","Thomas.Ingram@nottingham.ac.uk","3.300.6",B1,"TaqMan 2019-nCoV Assay Kit V2 UK NHS 384",1.2,"Regular","Testlot4","ORF1ab",Negative,,373828.84,-951.828716427472,"N gene",Negative,,168668.81,-1170.5621108083665,"S gene",Negative,,187185.16,211.98642005343604,"MS2",Positive,23.039848394120,752278.56,488110.64210313815,"",,,,
"Sample 26",Negative,Regular,No,Negative,"2019-nCoV not detected.","QC20211124-Qnostics-Panel-8184.eds","278873126","2021-11-25T04:58:07","2021-12-14T13:45:25","thomas.ingram@md.catapult.org.uk","2021-12-14T13:48:51","thomas.ingram@md.catapult.org.uk","2021-12-14T13:50:05","Thomas.Ingram@nottingham.ac.uk","3.300.6",B2,"TaqMan 2019-nCoV Assay Kit V2 UK NHS 384",1.2,"Regular","Testlot4","ORF1ab",Negative,,344790.9,1176.6023596209134,"N gene",Negative,,181210.16,-421.4829372640109,"S gene",Negative,,161752.55,829.8362884808424,"MS2",Positive,22.329458996986,746362.94,486219.22721787513,"",,,,
"Sample 27",Negative,Regular,No,Negative,"2019-nCoV not detected.","QC20211124-Qnostics-Panel-8184.eds","278873126","2021-11-25T04:58:07","2021-12-14T13:45:25","thomas.ingram@md.catapult.org.uk","2021-12-14T13:48:51","thomas.ingram@md.catapult.org.uk","2021-12-14T13:50:05","Thomas.Ingram@nottingham.ac.uk","3.300.6",B3,"TaqMan 2019-nCoV Assay Kit V2 UK NHS 384",1.2,"Regular","Testlot4","ORF1ab",Negative,,367794.34,-1005.5317022220788,"N gene",Negative,,177940.88,-1039.8692763540948,"S gene",Negative,,181452.23,-159.1601141517245,"MS2",Positive,22.747722247405,800828.44,517666.21553244686,"",,,,
"Sample 28",Negative,Regular,No,Negative,"2019-nCoV not detected.","QC20211124-Qnostics-Panel-8184.eds","278873126","2021-11-25T04:58:07","2021-12-14T13:45:25","thomas.ingram@md.catapult.org.uk","2021-12-14T13:48:51","thomas.ingram@md.catapult.org.uk","2021-12-14T13:50:05","Thomas.Ingram@nottingham.ac.uk","3.300.6",B4,"TaqMan 2019-nCoV Assay Kit V2 UK NHS 384",1.2,"Regular","Testlot4","ORF1ab",Negative,,360750.22,862.1119011814358,"N gene",Negative,,219732.31,715.472333561309,"S gene",Negative,,173471.25,524.6645922499557,"MS2",Positive,22.501390234387,808063.4,526623.891965152,"",,,,
"Sample 29",Negative,Regular,No,Negative,"2019-nCoV not detected.","QC20211124-Qnostics-Panel-8184.eds","278873126","2021-11-25T04:58:07","2021-12-14T13:45:25","thomas.ingram@md.catapult.org.uk","2021-12-14T13:48:51","thomas.ingram@md.catapult.org.uk","2021-12-14T13:50:05","Thomas.Ingram@nottingham.ac.uk","3.300.6",B5,"TaqMan 2019-nCoV Assay Kit V2 UK NHS 384",1.2,"Regular","Testlot4","ORF1ab",Negative,,430988.47,-814.7921297055451,"N gene",Negative,,203006.64,-1050.8808842182498,"S gene",Negative,,242675.42,327.8290937755036,"MS2",Positive,22.797810877357,1005262.7,656253.0463279542,"",,,,
"Sample 30",Negative,Regular,No,Negative,"2019-nCoV not detected.","QC20211124-Qnostics-Panel-8184.eds","278873126","2021-11-25T04:58:07","2021-12-14T13:45:25","thomas.ingram@md.catapult.org.uk","2021-12-14T13:48:51","thomas.ingram@md.catapult.org.uk","2021-12-14T13:50:05","Thomas.Ingram@nottingham.ac.uk","3.300.6",B6,"TaqMan 2019-nCoV Assay Kit V2 UK NHS 384",1.2,"Regular","Testlot4","ORF1ab",Negative,,395026.56,470.4397377395125,"N gene",Negative,,208656.1,624.1391606487481,"S gene",Negative,,215411.9,41.487724017639614,"MS2",Positive,22.054247687415,989427.2,646982.1024538308,"",,,,
"Sample 31",Negative,Regular,No,Negative,"2019-nCoV not detected.","QC20211124-Qnostics-Panel-8184.eds","278873126","2021-11-25T04:58:07","2021-12-14T13:45:25","thomas.ingram@md.catapult.org.uk","2021-12-14T13:48:51","thomas.ingram@md.catapult.org.uk","2021-12-14T13:50:05","Thomas.Ingram@nottingham.ac.uk","3.300.6",B7,"TaqMan 2019-nCoV Assay Kit V2 UK NHS 384",1.2,"Regular","Testlot4","ORF1ab",Negative,,408595.75,-963.6050908614645,"N gene",Negative,,213412.28,-790.4240384906876,"S gene",Negative,,216169.55,-335.5686677563038,"MS2",Positive,22.425525842634,948416.1,616234.2417179482,"",,,,
"Sample 32",Negative,Regular,No,Negative,"2019-nCoV not detected.","QC20211124-Qnostics-Panel-8184.eds","278873126","2021-11-25T04:58:07","2021-12-14T13:45:25","thomas.ingram@md.catapult.org.uk","2021-12-14T13:48:51","thomas.ingram@md.catapult.org.uk","2021-12-14T13:50:05","Thomas.Ingram@nottingham.ac.uk","3.300.6",B8,"TaqMan 2019-nCoV Assay Kit V2 UK NHS 384",1.2,"Regular","Testlot4","ORF1ab",Negative,,430819.47,-753.8168375628454,"N gene",Negative,,218718.89,384.09376841639084,"S gene",Negative,,234732.17,266.74672859660984,"MS2",Positive,22.258914033510,1022524.7,668374.784258038,"",,,,
"Sample 33",Negative,Regular,No,Negative,"2019-nCoV not detected.","QC20211124-Qnostics-Panel-8184.eds","278873126","2021-11-25T04:58:07","2021-12-14T13:45:25","thomas.ingram@md.catapult.org.uk","2021-12-14T13:48:51","thomas.ingram@md.catapult.org.uk","2021-12-14T13:50:05","Thomas.Ingram@nottingham.ac.uk","3.300.6",B9,"TaqMan 2019-nCoV Assay Kit V2 UK NHS 384",1.2,"Regular","Testlot4","ORF1ab",Negative,,408792.16,-1945.605568733158,"N gene",Negative,,211203.28,-173.41134913287073,"S gene",Negative,,241682.02,686.4793219290156,"MS2",Positive,22.026967342607,974721.6,640765.027005523,"",,,,
"Sample 34",Negative,Regular,No,Negative,"2019-nCoV not detected.","QC20211124-Qnostics-Panel-8184.eds","278873126","2021-11-25T04:58:07","2021-12-14T13:45:25","thomas.ingram@md.catapult.org.uk","2021-12-14T13:48:51","thomas.ingram@md.catapult.org.uk","2021-12-14T13:50:05","Thomas.Ingram@nottingham.ac.uk","3.300.6",B10,"TaqMan 2019-nCoV Assay Kit V2 UK NHS 384",1.2,"Regular","Testlot4","ORF1ab",Negative,,419001.6,424.3858780089288,"N gene",Negative,,206066.12,1332.8768735872782,"S gene",Negative,,240316.98,338.05554707123736,"MS2",Positive,22.212655326177,1018146.5,675889.6026036869,"",,,,
"Sample 35",Negative,Regular,No,Negative,"2019-nCoV not detected.","QC20211124-Qnostics-Panel-8184.eds","278873126","2021-11-25T04:58:07","2021-12-14T13:45:25","thomas.ingram@md.catapult.org.uk","2021-12-14T13:48:51","thomas.ingram@md.catapult.org.uk","2021-12-14T13:50:05","Thomas.Ingram@nottingham.ac.uk","3.300.6",B11,"TaqMan 2019-nCoV Assay Kit V2 UK NHS 384",1.2,"Regular","Testlot4","ORF1ab",Negative,,418075.72,-949.4525653436475,"N gene",Negative,,203714.55,-55.89580932533517,"S gene",Negative,,239842.34,-442.1841073983034,"MS2",Positive,22.411086195062,1013932.3,663998.6907498834,"",,,,
"Sample 36",Negative,Regular,No,Negative,"2019-nCoV not detected.","QC20211124-Qnostics-Panel-8184.eds","278873126","2021-11-25T04:58:07","2021-12-14T13:45:25","thomas.ingram@md.catapult.org.uk","2021-12-14T13:48:51","thomas.ingram@md.catapult.org.uk","2021-12-14T13:50:05","Thomas.Ingram@nottingham.ac.uk","3.300.6",B12,"TaqMan 2019-nCoV Assay Kit V2 UK NHS 384",1.2,"Regular","Testlot4","ORF1ab",Negative,,428430.47,1058.676078274174,"N gene",Negative,,219774.66,605.8813141175831,"S gene",Negative,,238554.33,113.68972601088217,"MS2",Positive,22.229144696761,1030541.75,678360.1463226809,"",,,,
"Sample 37",Negative,Regular,No,Negative,"2019-nCoV not detected.","QC20211124-Qnostics-Panel-8184.eds","278873126","2021-11-25T04:58:07","2021-12-14T13:45:25","thomas.ingram@md.catapult.org.uk","2021-12-14T13:48:51","thomas.ingram@md.catapult.org.uk","2021-12-14T13:50:05","Thomas.Ingram@nottingham.ac.uk","3.300.6",B13,"TaqMan 2019-nCoV Assay Kit V2 UK NHS 384",1.2,"Regular","Testlot4","ORF1ab",Negative,,444125.4,-1254.9420684275003,"N gene",Negative,,216975.42,15.804775492174398,"S gene",Negative,,255823.5,-709.4548303950368,"MS2",Positive,22.245718087671,1079718.8,705718.4348909019,"",,,,
"Sample 38",Negative,Regular,No,Negative,"2019-nCoV not detected.","QC20211124-Qnostics-Panel-8184.eds","278873126","2021-11-25T04:58:07","2021-12-14T13:45:25","thomas.ingram@md.catapult.org.uk","2021-12-14T13:48:51","thomas.ingram@md.catapult.org.uk","2021-12-14T13:50:05","Thomas.Ingram@nottingham.ac.uk","3.300.6",B14,"TaqMan 2019-nCoV Assay Kit V2 UK NHS 384",1.2,"Regular","Testlot4","ORF1ab",Negative,,441554.1,2405.798155047639,"N gene",Negative,,224100.84,1034.3541174652946,"S gene",Negative,,250740.98,1309.2288420386742,"MS2",Positive,23.379232536619,1034530.1,660411.5316870956,"",,,,
